date,name,ath_country,value
1990-12-02,Petra Kronberger,AT,25
1990-12-02,Eva Twardokens,US,8
1990-12-02,Annette Gersch,DE,7
1990-12-02,Claudia Strobl,AT,6
1990-12-02,Angela Drexl,DE,5
1990-12-02,Veronika Sarec,SK,4
1990-12-02,Giovanna Gianera,IT,3
1990-12-02,Elfi Eder,AT,2
1990-12-02,Lara Magoni,IT,1
1990-12-02,Pernilla Wiberg,SE,0
1990-12-02,Vreni Schneider,CH,0
1990-12-02,Florence Masnada,FR,0
1990-12-02,Christine von Gruenigen,CH,0
1990-12-02,Anita Wachter,AT,0
1990-12-02,Blanca Fernandez Ochoa,ES,9
1990-12-02,Kristina Andersson,SE,0
1990-12-02,Christelle Guignard,FR,0
1990-12-02,Ingrid Stoeckl,AT,0
1990-12-02,Heidi Voelker,US,0
1990-12-02,Natasa Bokal,SK,0
1990-12-02,Anouk Barnier,FR,0
1990-12-02,Katjusa Pusnik,SK,0
1990-12-02,Gaby May,CH,0
1990-12-02,Beatrice Filliol,FR,0
1990-12-02,Gabriela Zingre-Graf,CH,0
1990-12-02,Tanis Hunt,US,0
1990-12-02,Karin Koellerer,AT,0
1990-12-02,Renate Oberhofer,IT,0
1990-12-02,Julie M. J. Parisien,US,0
1990-12-02,Anne Berge,NO,0
1990-12-02,Diann Roffe Steinrotter,US,10
1990-12-02,Sabine Ginther,AT,0
1990-12-02,Ingrid Salvenmoser,AT,20
1990-12-02,Karin Buder,AT,11
1990-12-02,Monika Maierhofer,AT,12
1990-12-02,Patricia Chauvet,FR,15
1990-12-22,Beatrice Filliol,FR,0
1990-12-22,Tanis Hunt,US,0
1990-12-22,Karin Koellerer,AT,0
1990-12-22,Renate Oberhofer,IT,0
1990-12-22,Claudia Strobl,AT,7
1990-12-22,Gabriela Zingre-Graf,CH,0
1990-12-22,Sabine Ginther,AT,0
1990-12-22,Heidi Voelker,US,2
1990-12-22,Florence Masnada,FR,12
1990-12-22,Ingrid Stoeckl,AT,3
1990-12-22,Ingrid Salvenmoser,AT,20
1990-12-22,Julie M. J. Parisien,US,0
1990-12-22,Gaby May,CH,0
1990-12-22,Vreni Schneider,CH,15
1990-12-22,Christelle Guignard,FR,4
1990-12-22,Anouk Barnier,FR,0
1990-12-22,Natasa Bokal,SK,0
1990-12-22,Lara Magoni,IT,1
1990-12-22,Elfi Eder,AT,2
1990-12-22,Pernilla Wiberg,SE,20
1990-12-22,Giovanna Gianera,IT,3
1990-12-22,Angela Drexl,DE,5
1990-12-22,Annette Gersch,DE,7
1990-12-22,Diann Roffe Steinrotter,US,10
1990-12-22,Blanca Fernandez Ochoa,ES,34
1990-12-22,Monika Maierhofer,AT,12
1990-12-22,Petra Kronberger,AT,25
1990-12-22,Katjusa Pusnik,SK,0
1990-12-22,Eva Twardokens,US,13
1990-12-22,Patricia Chauvet,FR,15
1990-12-22,Veronika Sarec,SK,11
1990-12-22,Anita Wachter,AT,9
1990-12-22,Anne Berge,NO,6
1990-12-22,Kristina Andersson,SE,8
1990-12-22,Karin Buder,AT,22
1990-12-22,Christine von Gruenigen,CH,10
1991-01-07,Claudia Strobl,AT,17
1991-01-07,Elfi Eder,AT,4
1991-01-07,Annette Gersch,DE,7
1991-01-07,Diann Roffe Steinrotter,US,10
1991-01-07,Karin Buder,AT,22
1991-01-07,Anne Berge,NO,12
1991-01-07,Blanca Fernandez Ochoa,ES,35
1991-01-07,Patricia Chauvet,FR,23
1991-01-07,Ingrid Salvenmoser,AT,31
1991-01-07,Angela Drexl,DE,5
1991-01-07,Christine von Gruenigen,CH,25
1991-01-07,Monika Maierhofer,AT,32
1991-01-07,Florence Masnada,FR,22
1991-01-07,Pernilla Wiberg,SE,45
1991-01-07,Veronika Sarec,SK,19
1991-01-07,Giovanna Gianera,IT,3
1991-01-07,Sabine Ginther,AT,0
1991-01-07,Natasa Bokal,SK,3
1991-01-07,Julie M. J. Parisien,US,0
1991-01-07,Renate Oberhofer,IT,0
1991-01-07,Karin Koellerer,AT,0
1991-01-07,Tanis Hunt,US,0
1991-01-07,Heidi Voelker,US,7
1991-01-07,Gabriela Zingre-Graf,CH,0
1991-01-07,Beatrice Filliol,FR,0
1991-01-07,Gaby May,CH,0
1991-01-07,Lara Magoni,IT,1
1991-01-07,Katjusa Pusnik,SK,0
1991-01-07,Anouk Barnier,FR,0
1991-01-07,Eva Twardokens,US,17
1991-01-07,Ingrid Stoeckl,AT,3
